Item;CàDIGO;DEPARTAMENTO;PROVINCIA;DISTRITO;FECHA;SECTOR;ESTADO
1299;SC-0844-2018;CALLAO;CALLAO;CALLAO;19/11/2018;INDUSTRIA;EN SEGUIMIENTO
1300;SC-0843-2018;LIMA;HUAROCHIRI;ANTIOQUIA;19/11/2018;MINERIA;EN SEGUIMIENTO
1301;SC-0842-2018;LIMA;LIMA;VILLA EL SALVADOR;19/11/2018;INDUSTRIA;EN SEGUIMIENTO
1302;ODAM-0009-2018;AMAZONAS;LUYA;COLCAMAR;19/11/2018;FORESTAL;EN SEGUIMIENTO
1303;SC-0841-2018;CAJAMARCA;JAEN;JAEN;19/11/2018;SANEAMIENTO;EN SEGUIMIENTO
1304;SC-0840-2018;LAMBAYEQUE;CHICLAYO;CHICLAYO;19/11/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1305;SC-0850-2018;ANCASH;SANTA;MORO;20/11/2018;HIDROCARBUROS;EN SEGUIMIENTO
1306;SC-0849-2018;ICA;ICA;LA TINGUI¥A;20/11/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1307;SC-0848-2018;LIMA;LIMA;LURIGANCHO;20/11/2018;COMERCIO;EN SEGUIMIENTO
1308;SC-0847-2018;LIMA;LIMA;MAGDALENA DEL MAR;20/11/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1309;SC-0846-2018;LAMBAYEQUE;LAMBAYEQUE;LAMBAYEQUE;20/11/2018;INDUSTRIA;EN SEGUIMIENTO
1310;ODAR-0051-2018;AREQUIPA;AREQUIPA;CERRO COLORADO;21/11/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1311;ODCH-0026-2018;ANCASH;SANTA;CACERES DEL PERU;21/11/2018;MINERIA;EN SEGUIMIENTO
1312;OEPI-0013-2018;JUNIN;CHANCHAMAYO;PERENE;21/11/2018;SANEAMIENTO;EN SEGUIMIENTO
1313;SC-0854-2018;LIMA;LIMA;LURIN;21/11/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1314;ODJU-0025-2018;JUNIN;HUANCAYO;EL TAMBO;21/11/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1315;ODAR-0050-2018;AREQUIPA;AREQUIPA;CERRO COLORADO;21/11/2018;TRANSPORTE;EN SEGUIMIENTO
1316;ODAN-0021-2018;ANCASH;HUARI;SAN MARCOS;21/11/2018;MINERIA;CERRADA
1317;SC-0862-2018;CALLAO;CALLAO;BELLAVISTA;22/11/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1318;SC-0861-2018;ANCASH;MARISCAL LUZURIAGA;PISCOBAMBA;22/11/2018;SANEAMIENTO;EN SEGUIMIENTO
1319;ODAM-0010-2018;AMAZONAS;BAGUA;BAGUA;22/11/2018;COMERCIO;EN SEGUIMIENTO
1320;SC-0860-2018;LIMA;LIMA;EL AGUSTINO;22/11/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1321;SC-0858-2018;LIMA;CA¥ETE;MALA;22/11/2018;AGRICULTURA;EN SEGUIMIENTO
1322;SC-0857-2018;APURIMAC;ABANCAY;CURAHUASI;22/11/2018;HIDROCARBUROS;EN SEGUIMIENTO
1323;OEPI-0014-2018;JUNIN;SATIPO;PANGOA;22/11/2018;SANEAMIENTO;EN SEGUIMIENTO
1324;SC-0856-2018;LIMA;LIMA;SAN BORJA;22/11/2018;CONSTRUCCION;EN SEGUIMIENTO
1325;SC-0855-2018;ICA;PISCO;PISCO;22/11/2018;INDUSTRIA;EN SEGUIMIENTO
1326;ODAP-0018-2018;APURIMAC;ABANCAY;ABANCAY;22/11/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1327;SC-0867-2018;PASCO;OXAPAMPA;OXAPAMPA;23/11/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1328;ODAN-0022-2018;ANCASH;HUARAZ;INDEPENDENCIA;23/11/2018;TRANSPORTE;EN SEGUIMIENTO
1329;ODJU-0027-2018;JUNIN;JAUJA;CANCHAYLLO;23/11/2018;ELECTRICIDAD;EN SEGUIMIENTO
1330;SC-0865-2018;LIMA;LIMA;SAN JUAN DE MIRAFLORES;23/11/2018;INDUSTRIA;EN SEGUIMIENTO
1331;ODAP-0019-2018;APURIMAC;ANTABAMBA;OROPESA;23/11/2018;MINERIA;EN SEGUIMIENTO
1332;ODJU-0026-2018;JUNIN;HUANCAYO;EL TAMBO;23/11/2018;HIDROCARBUROS;EN SEGUIMIENTO
1333;ODUC-0028-2018;UCAYALI;CORONEL PORTILLO;CALLERIA;23/11/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1334;SC-0863-2018;ANCASH;AIJA;AIJA;23/11/2018;TELECOMUNICACIONES;EN SEGUIMIENTO
1335;SC-0870-2018;LIMA;LIMA;SANTIAGO DE SURCO;26/11/2018;CONSTRUCCION;EN SEGUIMIENTO
1336;ODTU-0020-2018;TUMBES;TUMBES;CORRALES;26/11/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1337;SC-0869-2018;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;26/11/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1338;ODLA-0014-2018;LAMBAYEQUE;CHICLAYO;LA VICTORIA;26/11/2018;AGRICULTURA;EN SEGUIMIENTO
1339;SC-0868-2018;ICA;ICA;ICA;26/11/2018;INDUSTRIA;EN SEGUIMIENTO
1340;SC-0874-2018;LIMA;LIMA;LOS OLIVOS;27/11/2018;HIDROCARBUROS;EN SEGUIMIENTO
1341;ODCU-0042-2018;MADRE DE DIOS;MANU;HUEPETUHE;27/11/2018;MINERIA;EN SEGUIMIENTO
1342;SC-0873-2018;LIMA;LIMA;PUENTE PIEDRA;27/11/2018;INDUSTRIA;EN SEGUIMIENTO
1343;SC-0872-2018;LAMBAYEQUE;CHICLAYO;LA VICTORIA;27/11/2018;COMERCIO;EN SEGUIMIENTO
1344;SC-0871-2018;LA LIBERTAD;TRUJILLO;TRUJILLO;27/11/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1345;SC-0879-2018;LAMBAYEQUE;LAMBAYEQUE;SAN JOSE;28/11/2018;SANEAMIENTO;EN SEGUIMIENTO
1346;SC-0878-2018;LIMA;LIMA;SAN JUAN DE LURIGANCHO;28/11/2018;COMERCIO;EN SEGUIMIENTO
1347;SC-0877-2018;LA LIBERTAD;ASCOPE;CASA GRANDE;28/11/2018;INDUSTRIA;EN SEGUIMIENTO
1348;SC-0876-2018;LIMA;LIMA;LA VICTORIA;28/11/2018;TRANSPORTE;EN SEGUIMIENTO
1349;ODAN-0023-2018;ANCASH;ANTONIO RAYMONDI;SAN JUAN DE RONTOY;28/11/2018;MINERIA;EN SEGUIMIENTO
1350;SC-0875-2018;CUSCO;CHUMBIVILCAS;QUI¥OTA;28/11/2018;MINERIA;EN SEGUIMIENTO
1351;SC-0883-2018;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;29/11/2018;INFRAESTRUCTURA;CERRADA
1352;SC-0882-2018;ANCASH;CARHUAZ;CARHUAZ;29/11/2018;INDUSTRIA;EN SEGUIMIENTO
1353;SC-0881-2018;ICA;ICA;ICA;29/11/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1354;SC-0880-2018;LIMA;CA¥ETE;SAN VICENTE DE CA¥ETE;29/11/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1355;SC-0884-2018;LORETO;DATEM DEL MARA¥ON;ANDOAS;30/11/2018;HIDROCARBUROS;EN SEGUIMIENTO
1356;SC-0885-2018;LIMA;HUARAL;HUARAL;3/12/2018;AGRICULTURA;EN SEGUIMIENTO
1357;ODAM-0011-2018;AMAZONAS;CONDORCANQUI;RIO SANTIAGO;3/12/2018;HIDROCARBUROS;EN SEGUIMIENTO
1358;ODTU-0021-2018;TUMBES;TUMBES;TUMBES;3/12/2018;COMERCIO;EN SEGUIMIENTO
1359;SC-0889-2018;LIMA;LIMA;LURIGANCHO;4/12/2018;INDUSTRIA;EN SEGUIMIENTO
1360;SC-0888-2018;CAJAMARCA;JAEN;BELLAVISTA;4/12/2018;MINERIA;EN SEGUIMIENTO
1361;SC-0887-2018;LIMA;LIMA;SAN JUAN DE LURIGANCHO;4/12/2018;CONSTRUCCION;EN SEGUIMIENTO
1362;SC-0886-2018;LIMA;LIMA;LA VICTORIA;4/12/2018;HIDROCARBUROS;EN SEGUIMIENTO
1363;ODVR-0009-2018;CUSCO;LA CONVENCION;PICHARI;5/12/2018;FORESTAL;EN SEGUIMIENTO
1364;SC-0894-2018;LIMA;LIMA;BRE¥A;5/12/2018;COMERCIO;EN SEGUIMIENTO
1365;ODCJ-0021-2018;CAJAMARCA;CAJAMARCA;ENCA¥ADA;5/12/2018;MINERIA;EN SEGUIMIENTO
1366;MD-0011-2018;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;5/12/2018;TRANSPORTE;EN SEGUIMIENTO
1367;SC-0893-2018;LIMA;LIMA;PUENTE PIEDRA;5/12/2018;SANEAMIENTO;EN SEGUIMIENTO
1368;SC-0892-2018;LA LIBERTAD;TRUJILLO;TRUJILLO;5/12/2018;AGRICULTURA;EN SEGUIMIENTO
1369;SC-0891-2018;AYACUCHO;PARINACOCHAS;SAN FRANCISCO DE RAVACAYCO;5/12/2018;MINERIA;EN SEGUIMIENTO
1370;SC-0890-2018;ICA;CHINCHA;CHINCHA ALTA;5/12/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1371;SC-0895-2018;ANCASH;RECUAY;TICAPAMPA;6/12/2018;MINERIA;EN SEGUIMIENTO
1372;ODAY-0005-2018;AYACUCHO;LA MAR;ANCHIHUAY;7/12/2018;INFRAESTRUCTURA;CERRADA
1373;SC-0898-2018;PIURA;PAITA;VICHAYAL;7/12/2018;HIDROCARBUROS;EN SEGUIMIENTO
1374;ODJU-0028-2018;JUNIN;HUANCAYO;SAN JERONIMO DE TUNAN;7/12/2018;CONSTRUCCION;EN SEGUIMIENTO
1375;SC-0897-2018;APURIMAC;ABANCAY;ABANCAY;7/12/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1376;SC-0896-2018;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;7/12/2018;INDUSTRIA;EN SEGUIMIENTO
1377;SC-0900-2018;LORETO;MAYNAS;SAN JUAN BAUTISTA;10/12/2018;INDUSTRIA;EN SEGUIMIENTO
1378;SC-0899-2018;CALLAO;CALLAO;LA PERLA;10/12/2018;HIDROCARBUROS;EN SEGUIMIENTO
1379;ODUC-0029-2018;UCAYALI;CORONEL PORTILLO;YARINACOCHA;10/12/2018;INDUSTRIA;EN SEGUIMIENTO
1380;SC-0904-2018;LORETO;MAYNAS;BELEN;11/12/2018;COMERCIO;EN SEGUIMIENTO
1381;SC-0903-2018;LIMA;LIMA;ATE;11/12/2018;FORESTAL;EN SEGUIMIENTO
1382;SC-0901-2018;LIMA;LIMA;VILLA EL SALVADOR;11/12/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1383;ODJU-0030-2018;JUNIN;CHUPACA;CHONGOS BAJO;11/12/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1384;ODJU-0029-2018;JUNIN;HUANCAYO;EL TAMBO;11/12/2018;SANEAMIENTO;EN SEGUIMIENTO
1385;OEPI-0015-2018;JUNIN;CHANCHAMAYO;SAN LUIS DE SHUARO;11/12/2018;AGRICULTURA;EN SEGUIMIENTO
1386;SC-0908-2018;LIMA;LIMA;JESUS MARIA;12/12/2018;COMERCIO;EN SEGUIMIENTO
1387;ODSM-0010-2018;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;12/12/2018;INDUSTRIA;EN SEGUIMIENTO
1388;ODAN-0024-2018;ANCASH;CORONGO;LA PAMPA;12/12/2018;ELECTRICIDAD;EN SEGUIMIENTO
1389;SC-0907-2018;JUNIN;YAULI;MOROCOCHA;12/12/2018;MINERIA;EN SEGUIMIENTO
1390;ODJU-0032-2018;JUNIN;HUANCAYO;CHILCA;12/12/2018;GANADERIA;EN SEGUIMIENTO
1391;ODMO-0022-2018;MOQUEGUA;MARISCAL NIETO;TORATA;12/12/2018;MINERIA;EN SEGUIMIENTO
1392;ODJU-0031-2018;JUNIN;JAUJA;SAUSA;12/12/2018;CONSTRUCCION;EN SEGUIMIENTO
1393;SC-0906-2018;CAJAMARCA;CAJABAMBA;CACHACHI;12/12/2018;MINERIA;EN SEGUIMIENTO
1394;SC-0905-2018;CAJAMARCA;CAJABAMBA;CACHACHI;12/12/2018;MINERIA;EN SEGUIMIENTO
1395;SC-0913-2018;LIMA;LIMA;LOS OLIVOS;13/12/2018;INDUSTRIA;EN SEGUIMIENTO
1396;SC-0912-2018;LIMA;LIMA;SAN MARTIN DE PORRES;13/12/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1397;SC-0911-2018;LIMA;LIMA;LIMA;13/12/2018;INDUSTRIA;EN SEGUIMIENTO
1398;SC-0910-2018;LIMA;LIMA;SAN MARTIN DE PORRES;13/12/2018;INDUSTRIA;EN SEGUIMIENTO
1399;SC-0909-2018;LAMBAYEQUE;CHICLAYO;CHICLAYO;13/12/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1400;ODAP-0020-2018;APURIMAC;AYMARAES;CHALHUANCA;13/12/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1401;SC-0916-2018;CUSCO;CUSCO;SAN SEBASTIAN;14/12/2018;INDUSTRIA;EN SEGUIMIENTO
1402;SC-0915-2018;JUNIN;TARMA;TARMA;14/12/2018;CONSTRUCCION;EN SEGUIMIENTO
1403;SC-0914-2018;LAMBAYEQUE;CHICLAYO;CHICLAYO;14/12/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1404;SC-0920-2018;LIMA;LIMA;LIMA;17/12/2018;INDUSTRIA;EN SEGUIMIENTO
1405;SC-0919-2018;CUSCO;ESPINAR;ESPINAR;17/12/2018;MINERIA;EN SEGUIMIENTO
1406;SC-0918-2018;JUNIN;JUNIN;ONDORES;17/12/2018;MINERIA;EN SEGUIMIENTO
1407;SC-0917-2018;LIMA;LIMA;SAN JUAN DE LURIGANCHO;17/12/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1408;ODUC-0030-2018;UCAYALI;CORONEL PORTILLO;CALLERIA;17/12/2018;INDUSTRIA;EN SEGUIMIENTO
1409;SC-0924-2018;CUSCO;CANCHIS;MARANGANI;18/12/2018;INDUSTRIA;EN SEGUIMIENTO
1410;SC-0923-2018;ANCASH;SANTA;SAMANCO;18/12/2018;INDUSTRIA;EN SEGUIMIENTO
1411;SC-0922-2018;LIMA;LIMA;SANTIAGO DE SURCO;18/12/2018;COMERCIO;EN SEGUIMIENTO
1412;ODCH-0027-2018;ANCASH;SANTA;CHIMBOTE;18/12/2018;PESQUERIA;EN SEGUIMIENTO
1413;ODVR-0010-2018;AYACUCHO;LA MAR;ANCO;18/12/2018;FORESTAL;EN SEGUIMIENTO
1414;SC-0921-2018;ANCASH;RECUAY;RECUAY;18/12/2018;MINERIA;EN SEGUIMIENTO
1415;SC-0925-2018;LIMA;LIMA;CHORRILLOS;19/12/2018;GANADERIA;EN SEGUIMIENTO
1416;OEES-0006-2018;CUSCO;ESPINAR;ESPINAR;20/12/2018;MINERIA;EN SEGUIMIENTO
1417;ODVR-0011-2018;CUSCO;LA CONVENCION;PICHARI;26/12/2018;HIDROCARBUROS;EN SEGUIMIENTO
1418;ODCH-0028-2018;ANCASH;SANTA;CHIMBOTE;26/12/2018;COMERCIO;EN SEGUIMIENTO
1419;ODAR-0052-2018;AREQUIPA;AREQUIPA;SOCABAYA;26/12/2018;MINERIA;EN SEGUIMIENTO
1420;ODIC-0034-2018;AYACUCHO;LUCANAS;PUQUIO;26/12/2018;SANEAMIENTO;EN SEGUIMIENTO
1421;SC-0928-2018;LAMBAYEQUE;CHICLAYO;JOSE LEONARDO ORTIZ;26/12/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1422;SC-0927-2018;LIMA;LIMA;LA VICTORIA;26/12/2018;COMERCIO;EN SEGUIMIENTO
1423;SC-0926-2018;LIMA;LIMA;CIENEGUILLA;26/12/2018;INDUSTRIA;EN SEGUIMIENTO
1424;SC-0933-2018;LIMA;LIMA;ATE;27/12/2018;INFRAESTRUCTURA;EN SEGUIMIENTO
1425;SC-0932-2018;LIMA;HUAROCHIRI;SAN MATEO;27/12/2018;MINERIA;EN SEGUIMIENTO
1426;SC-0931-2018;AREQUIPA;CAYLLOMA;MADRIGAL;27/12/2018;MINERIA;EN SEGUIMIENTO
1427;SC-0930-2018;LIMA;HUAURA;LEONCIO PRADO;27/12/2018;MINERIA;EN SEGUIMIENTO
1428;SC-0929-2018;ICA;NAZCA;MARCONA;27/12/2018;MINERIA;EN SEGUIMIENTO
